Candidate,Amount
"Gillibrand, Kirsten (D-NY)","$1,057,438"
"McCaskill, Claire (D-MO)","$952,639"
"Brown, Scott (R-MA)","$894,341"
"Brown, Sherrod (D-OH)","$574,379"
"Hatch, Orrin G (R-UT)","$511,031"
"Tester, Jon (D-MT)","$510,040"
"Feinstein, Dianne (D-CA)","$501,555"
"Menendez, Robert (D-NJ)","$487,832"
"Nelson, Bill (D-FL)","$466,632"
"Cantwell, Maria (D-WA)","$441,571"
"Klobuchar, Amy (D-MN)","$436,757"
"McConnell, Mitch (R-KY)","$405,725"
"Whitehouse, Sheldon (D-RI)","$375,123"
"Heller, Dean (R-NV)","$357,450"
"Casey, Bob (D-PA)","$330,480"
"Corker, Bob (R-TN)","$309,903"
"Cardin, Ben (D-MD)","$309,034"
"Stabenow, Debbie (D-MI)","$262,505"
"Snowe, Olympia (R-ME)","$237,612"
"Carper, Tom (D-DE)","$209,280"
"Wicker, Roger (R-MS)","$188,450"
"Franken, Al (D-MN)","$187,689"
"Barrasso, John A (R-WY)","$182,200"
"Hagan, Kay R (D-NC)","$164,928"
"Udall, Mark (D-CO)","$161,275"
"Warner, Mark (D-VA)","$149,963"
"Manchin, Joe (D-WV)","$140,216"
"Rockefeller, Jay (D-WV)","$125,000"
"Rubio, Marco (R-FL)","$116,038"
"Ayotte, Kelly (R-NH)","$110,145"
"Lugar, Richard G (R-IN)","$106,300"
"Landrieu, Mary L (D-LA)","$103,300"
"Pryor, Mark (D-AR)","$96,550"
"Thune, John (R-SD)","$92,250"
"Toomey, Pat (R-PA)","$89,914"
"Begich, Mark (D-AK)","$89,200"
"Baucus, Max (D-MT)","$88,172"
"Nelson, Ben (D-NE)","$82,850"
"Graham, Lindsey (R-SC)","$80,700"
"Sanders, Bernie (I-VT)","$75,603"
"Cornyn, John (R-TX)","$74,000"
"Kerry, John (D-MA)","$72,088"
"Chambliss, Saxby (R-GA)","$71,000"
"Reid, Harry (D-NV)","$70,700"
"Coons, Chris (D-DE)","$69,500"
"Blunt, Roy (R-MO)","$69,000"
"Udall, Tom (D-NM)","$66,513"
"Collins, Susan M (R-ME)","$55,250"
"Moran, Jerry (R-KS)","$54,712"
"Durbin, Dick (D-IL)","$48,725"
"Bennet, Michael (D-CO)","$47,100"
"Wyden, Ron (D-OR)","$46,493"
"Portman, Rob (R-OH)","$42,500"
"DeMint, Jim (R-SC)","$41,250"
"Blumenthal, Richard (D-CT)","$41,000"
"Boxer, Barbara (D-CA)","$39,500"
"Merkley, Jeff (D-OR)","$39,175"
"Shaheen, Jeanne (D-NH)","$36,932"
"Schumer, Charles E (D-NY)","$36,500"
"Lee, Mike (R-UT)","$35,500"
"Grassley, Chuck (R-IA)","$34,000"
"Johanns, Mike (R-NE)","$33,000"
"Vitter, David (R-LA)","$31,450"
"Murray, Patty (D-WA)","$31,000"
"Murkowski, Lisa (R-AK)","$29,550"
"Leahy, Patrick (D-VT)","$26,500"
"Roberts, Pat (R-KS)","$22,706"
"Inhofe, James M (R-OK)","$21,100"
"Isakson, Johnny (R-GA)","$20,500"
"Ensign, John (R-NV)","$20,000"
"Cochran, Thad (R-MS)","$19,600"
"Lautenberg, Frank (D-NJ)","$18,500"
"Johnson, Tim (D-SD)","$18,250"
"Inouye, Daniel K (D-HI)","$17,500"
"Hoeven, John (R-ND)","$17,410"
"Boozman, John (R-AR)","$12,900"
"Paul, Rand (R-KY)","$12,450"
"Johnson, Ron (R-WI)","$11,650"
"Mikulski, Barbara A (D-MD)","$11,250"
"Kirk, Mark (R-IL)","$11,175"
"Coats, Dan (R-IN)","$10,800"
"Crapo, Mike (R-ID)","$9,750"
"Shelby, Richard C (R-AL)","$9,500"
"Harkin, Tom (D-IA)","$9,400"
"Risch, James E (R-ID)","$9,250"
"Alexander, Lamar (R-TN)","$8,000"
"Enzi, Mike (R-WY)","$8,000"
"Reed, Jack (D-RI)","$6,500"
"Sessions, Jeff (R-AL)","$3,500"
"Burr, Richard (R-NC)","$2,500"
"Levin, Carl (D-MI)","$1,000"
"Lieberman, Joe (I-CT)",$600
"Webb, Jim (D-VA)","-$2,400"
"Bingaman, Jeff (D-NM)","-$2,650"
"Kyl, Jon (R-AZ)","-$7,100"
"Paul, Ron (R)","$1,083,574"
"Berman, Howard L (D-CA)","$801,860"
"Boehner, John (R-OH)","$638,956"
"Walden, Greg (R-OR)","$482,586"
"Baldwin, Tammy (D-WI)","$420,070"
"Murphy, Christopher S (D-CT)","$413,002"
"Cantor, Eric (R-VA)","$385,865"
"Upton, Fred (R-MI)","$368,001"
"Eshoo, Anna (D-CA)","$359,501"
"Waxman, Henry (D-CA)","$330,731"
"Goodlatte, Bob (R-VA)","$294,993"
"McCarthy, Kevin (R-CA)","$291,650"
"Terry, Lee (R-NE)","$291,380"
"Berkley, Shelley (D-NV)","$291,320"
"Smith, Lamar (R-TX)","$285,550"
"Bono Mack, Mary (R-CA)","$270,700"
"Hoyer, Steny H (D-MD)","$241,761"
"Lofgren, Zoe (D-CA)","$239,101"
"DelBene, Suzan (D-WA)","$233,600"
"Capps, Lois (D-CA)","$233,325"
"Heinrich, Martin (D-NM)","$227,810"
"Rogers, Mike (R-MI)","$227,600"
"Clyburn, James E (D-SC)","$219,000"
"Conyers, John Jr (D-MI)","$215,850"
"Lungren, Dan (R-CA)","$208,600"
"Blackburn, Marsha (R-TN)","$203,450"
"Issa, Darrell (R-CA)","$196,286"
"Flake, Jeff (R-AZ)","$194,900"
"Bilbray, Brian P (R-CA)","$194,400"
"Pelosi, Nancy (D-CA)","$186,800"
"Barrow, John (D-GA)","$184,870"
"Connolly, Gerry (D-VA)","$183,629"
"Bass, Charles (R-NH)","$182,150"
"West, Allen (R-FL)","$173,344"
"Matsui, Doris O (D-CA)","$169,693"
"Ryan, Paul (R-WI)","$167,171"
"Israel, Steve (D-NY)","$164,200"
"Gardner, Cory (R-CO)","$163,870"
"Hirono, Mazie K (D-HI)","$160,153"
"Schultz, Debbie Wasserman (D-FL)","$158,750"
"McNerney, Jerry (D-CA)","$158,743"
"Bachmann, Michele (R-MN)","$158,536"
"McCaul, Michael (R-TX)","$158,438"
"Shimkus, John (R-IL)","$157,600"
"Matheson, Jim (D-UT)","$156,650"
"Rodgers, Cathy McMorris (R-WA)","$156,312"
"Camp, Dave (R-MI)","$156,121"
"Becerra, Xavier (D-CA)","$156,100"
"Dingell, John D (D-MI)","$154,200"
"Rehberg, Denny (R-MT)","$152,200"
"Roskam, Peter (R-IL)","$150,750"
"Markey, Ed (D-MA)","$148,820"
"Crowley, Joseph (D-NY)","$147,798"
"Kinzinger, Adam (R-IL)","$146,600"
"Scalise, Steve (R-LA)","$142,850"
"Berg, Rick (R-ND)","$141,087"
"Sherman, Brad (D-CA)","$140,400"
"Cicilline, David (D-RI)","$140,150"
"Stearns, Cliff (R-FL)","$135,150"
"Quayle, Ben (R-AZ)","$134,200"
"Sanchez, Loretta (D-CA)","$133,950"
"Coffman, Mike (R-CO)","$125,704"
"Schiff, Adam (D-CA)","$124,150"
"Reed, Tom (R-NY)","$123,000"
"Latta, Robert E (R-OH)","$122,850"
"Pallone, Frank Jr (D-NJ)","$122,621"
"Mack, Connie (R-FL)","$122,500"
"Schwartz, Allyson (D-PA)","$121,000"
"Ruppersberger, Dutch (D-MD)","$120,250"
"Watt, Melvin L (D-NC)","$119,000"
"Guthrie, Brett (R-KY)","$118,500"
"Gingrey, Phil (R-GA)","$118,350"
"Donnelly, Joe (D-IN)","$117,912"
"Moran, Jim (D-VA)","$113,150"
"Rush, Bobby L (D-IL)","$112,120"
"DeGette, Diana (D-CO)","$111,945"
"Paulsen, Erik (R-MN)","$111,171"
"Biggert, Judy (R-IL)","$109,750"
"Reichert, Dave (R-WA)","$108,321"
"Perlmutter, Ed (D-CO)","$106,348"
"Sensenbrenner, Jim (R-WI)","$103,500"
"King, Pete (R-NY)","$102,150"
"Chaffetz, Jason (R-UT)","$101,843"
"Tiberi, Pat (R-OH)","$99,981"
"Smith, Adam (D-WA)","$99,600"
"Akin, Todd (R-MO)","$98,753"
"Barton, Joe (R-TX)","$98,650"
"Lance, Leonard (R-NJ)","$97,050"
"Doyle, Mike (D-PA)","$96,970"
"Boustany, Charles Jr (R-LA)","$95,999"
"Ros-Lehtinen, Ileana (R-FL)","$95,450"
"Butterfield, G K (D-NC)","$95,000"
"Price, Tom (R-GA)","$93,401"
"Chabot, Steve (R-OH)","$91,936"
"Gerlach, Jim (R-PA)","$91,000"
"Graves, Sam (R-MO)","$90,950"
"Pompeo, Mike (R-KS)","$90,250"
"Chu, Judy (D-CA)","$89,050"
"Sanchez, Linda (D-CA)","$89,000"
"Honda, Mike (D-CA)","$88,850"
"Jordan, Jim (R-OH)","$88,850"
"Schrader, Kurt (D-OR)","$88,833"
"Himes, Jim (D-CT)","$88,800"
"Emerson, Jo Ann (R-MO)","$88,750"
"Kline, John (R-MN)","$88,700"
"Lewis, John (D-GA)","$87,550"
"Green, Gene (D-TX)","$85,750"
"Bishop, Timothy H (D-NY)","$85,593"
"Sullivan, John (R-OK)","$85,500"
"Pitts, Joe (R-PA)","$84,000"
"Bonamici, Suzanne (D-OR)","$83,655"
"Van Hollen, Chris (D-MD)","$83,100"
"McIntyre, Mike (D-NC)","$81,450"
"Sessions, Pete (R-TX)","$80,750"
"Owens, Bill (D-NY)","$80,506"
"Hochul, Kathleen (D-NY)","$79,150"
"Cleaver, Emanuel (D-MO)","$78,450"
"Thornberry, Mac (R-TX)","$77,850"
"Thompson, Bennie G (D-MS)","$77,700"
"Engel, Eliot L (D-NY)","$77,610"
"Schock, Aaron (R-IL)","$76,850"
"Brady, Kevin (R-TX)","$76,750"
"Kind, Ron (D-WI)","$76,650"
"Whitfield, Ed (R-KY)","$76,500"
"Cravaack, Chip (R-MN)","$76,368"
"Meehan, Patrick (R-PA)","$76,300"
"Dent, Charlie (R-PA)","$75,700"
"Larson, John B (D-CT)","$75,250"
"Lujan, Ben Ray (D-NM)","$74,250"
"Griffith, Morgan (R-VA)","$73,750"
"Baca, Joe (D-CA)","$73,500"
"Hensarling, Jeb (R-TX)","$73,201"
"Carter, John (R-TX)","$72,000"
"Murphy, Tim (R-PA)","$72,000"
"Aderholt, Robert B (R-AL)","$71,800"
"Fitzpatrick, Michael G (R-PA)","$71,700"
"Griffin, Tim (R-AR)","$71,300"
"Lowey, Nita M (D-NY)","$71,300"
"Polis, Jared (D-CO)","$70,745"
"Grimm, Michael (R-NY)","$70,495"
"Gonzalez, Charlie A (D-TX)","$70,334"
"Yoder, Kevin (R-KS)","$69,056"
"Tierney, John F (D-MA)","$68,750"
"Cassidy, Bill (R-LA)","$68,550"
"Welch, Peter (D-VT)","$68,550"
"Buchanan, Vernon (R-FL)","$67,000"
"Renacci, Jim (R-OH)","$67,000"
"Bass, Karen (D-CA)","$66,998"
"Levin, Sander (D-MI)","$66,600"
"Towns, Edolphus (D-NY)","$66,600"
"Ross, Dennis (R-FL)","$66,450"
"Tipton, Scott (R-CO)","$66,299"
"Holt, Rush (D-NJ)","$66,226"
"McKeon, Buck (R-CA)","$66,100"
"Waters, Maxine (D-CA)","$66,020"
"Neal, Richard E (D-MA)","$66,000"
"Wolf, Frank (R-VA)","$65,450"
"Tsongas, Niki (D-MA)","$65,225"
"Amodei, Mark (R-NV)","$64,737"
"Nadler, Jerrold (D-NY)","$64,675"
"Buerkle, Ann Marie (R-NY)","$64,450"
"Garrett, Scott (R-NJ)","$64,350"
"Beutler, Jaime Herrera (R-WA)","$63,850"
"Deutch, Ted (D-FL)","$63,800"
"Dold, Bob (R-IL)","$63,350"
"Latham, Tom (R-IA)","$63,250"
"Harper, Gregg (R-MS)","$62,250"
"Walsh, Joe (R-IL)","$62,250"
"Doggett, Lloyd (D-TX)","$61,800"
"Rogers, Hal (R-KY)","$61,800"
"Olson, Pete (R-TX)","$61,250"
"Garamendi, John (D-CA)","$60,750"
"King, Steven A (R-IA)","$60,700"
"Gowdy, Trey (R-SC)","$59,900"
"Clarke, Yvette D (D-NY)","$59,850"
"Cohen, Steve (D-TN)","$59,350"
"Nunnelee, Alan (R-MS)","$59,250"
"Altmire, Jason (D-PA)","$59,000"
"Holden, Tim (D-PA)","$58,865"
"Larsen, Rick (D-WA)","$58,750"
"Poe, Ted (R-TX)","$58,500"
"Gibson, Chris (R-NY)","$58,250"
"Heck, Joe (R-NV)","$58,000"
"Chandler, Ben (D-KY)","$57,809"
"Maloney, Carolyn B (D-NY)","$57,550"
"Braley, Bruce (D-IA)","$57,500"
"Graves, Tom (R-GA)","$57,170"
"Meeks, Gregory W (D-NY)","$56,700"
"Denham, Jeff (R-CA)","$56,512"
"Critz, Mark (D-PA)","$56,198"
"Cooper, Jim (D-TN)","$55,350"
"Hayworth, Nan (R-NY)","$55,085"
"Canseco, Quico (R-TX)","$55,000"
"Royce, Ed (R-CA)","$54,500"
"Marino, Tom (R-PA)","$54,300"
"Ribble, Reid (R-WI)","$54,150"
"Sutton, Betty Sue (D-OH)","$53,604"
"Calvert, Ken (R-CA)","$53,550"
"Burgess, Michael (R-TX)","$53,250"
"Hahn, Janice (D-CA)","$53,150"
"Ellison, Keith (D-MN)","$53,126"
"Scott, Tim (R-SC)","$52,950"
"Labrador, Raul (R-ID)","$52,500"
"Cuellar, Henry (D-TX)","$51,750"
"Mica, John L (R-FL)","$51,500"
"Rangel, Charles B (D-NY)","$51,400"
"Price, David (D-NC)","$51,375"
"Turner, Michael R (R-OH)","$50,725"
"Kelly, Mike (R-PA)","$50,050"
"Rigell, Scott (R-VA)","$49,750"
"Slaughter, Louise M (D-NY)","$49,350"
"Brooks, Mo (R-AL)","$49,280"
"Duffy, Sean P (R-WI)","$47,920"
"Bishop, Sanford (D-GA)","$47,750"
"Nunes, Devin (R-CA)","$47,500"
"Jenkins, Lynn (R-KS)","$46,871"
"Giffords, Gabrielle (D-AZ)","$46,300"
"Christian-Christensen, Donna (D-VI)","$46,150"
"Kingston, Jack (R-GA)","$46,100"
"Quigley, Mike (D-IL)","$46,050"
"Sarbanes, John (D-MD)","$46,000"
"Peters, Gary (D-MI)","$45,900"
"Franks, Trent (R-AZ)","$45,500"
"Johnson, Hank (D-GA)","$45,500"
"Noem, Kristi (R-SD)","$45,400"
"Guinta, Frank (R-NH)","$45,150"
"McClintock, Tom (R-CA)","$45,150"
"Boswell, Leonard (D-IA)","$44,750"
"Diaz-Balart, Mario (R-FL)","$44,500"
"Pascrell, Bill Jr (D-NJ)","$44,400"
"Johnson, Bill (R-OH)","$44,289"
"Rokita, Todd (R-IN)","$44,000"
"Michaud, Mike (D-ME)","$43,300"
"Conaway, Mike (R-TX)","$43,250"
"Stivers, Steve (R-OH)","$43,150"
"Adams, Sandy (R-FL)","$42,866"
"Lamborn, Douglas L (R-CO)","$42,293"
"Reyes, Silvestre (D-TX)","$42,250"
"Costa, Jim (D-CA)","$41,950"
"Amash, Justin (R-MI)","$41,800"
"Thompson, Mike (D-CA)","$41,750"
"Hurt, Robert (R-VA)","$41,500"
"Hunter, Duncan D (R-CA)","$41,450"
"McHenry, Patrick (R-NC)","$41,450"
"Davis, Susan (D-CA)","$41,200"
"Webster, Daniel (R-FL)","$41,200"
"Barber, Ron (D-AZ)","$41,000"
"Black, Diane (R-TN)","$41,000"
"Walz, Tim (D-MN)","$41,000"
"Fattah, Chaka (D-PA)","$40,800"
"Benishek, Dan (R-MI)","$40,350"
"Campbell, John (R-CA)","$40,252"
"Castor, Kathy (D-FL)","$40,000"
"McKinley, David (R-WV)","$40,000"
"Kucinich, Dennis (D-OH)","$39,996"
"Coble, Howard (R-NC)","$39,740"
"Bilirakis, Gus (R-FL)","$39,545"
"Richmond, Cedric (D-LA)","$38,650"
"Shuster, Bill (R-PA)","$38,650"
"Schakowsky, Jan (D-IL)","$38,600"
"McCarthy, Carolyn (D-NY)","$38,500"
"Hall, Ralph (R-TX)","$38,000"
"Sires, Albio (D-NJ)","$37,750"
"Schweikert, David (R-AZ)","$37,550"
"Luetkemeyer, Blaine (R-MO)","$37,500"
"Lankford, James (R-OK)","$37,000"
"Langevin, Jim (D-RI)","$36,750"
"Brady, Robert A (D-PA)","$36,500"
"Blumenauer, Earl (D-OR)","$36,375"
"Young, Don (R-AK)","$36,290"
"Tonko, Paul (D-NY)","$36,250"
"Hartzler, Vicky (R-MO)","$35,900"
"Huelskamp, Tim (R-KS)","$35,706"
"Granger, Kay (R-TX)","$35,250"
"Runyan, Jon (R-NJ)","$35,100"
"Culberson, John (R-TX)","$35,000"
"Peterson, Collin (D-MN)","$35,000"
"Bachus, Spencer (R-AL)","$34,950"
"Young, C W Bill (R-FL)","$34,700"
"Johnson, Eddie Bernice (D-TX)","$34,250"
"Scott, Austin (R-GA)","$34,250"
"Andrews, Robert E (D-NJ)","$33,925"
"Hanna, Richard (R-NY)","$33,800"
"Smith, Adrian (R-NE)","$33,771"
"Johnson, Sam (R-TX)","$33,750"
"Carson, Andre (D-IN)","$33,700"
"Myrick, Sue (R-NC)","$33,700"
"Sewell, Terri A (D-AL)","$33,550"
"Carnahan, Russ (D-MO)","$33,350"
"Kissell, Larry (D-NC)","$33,210"
"Hultgren, Randy (R-IL)","$33,200"
"Landry, Jeff (R-LA)","$33,000"
"Hastings, Doc (R-WA)","$32,950"
"Lee, Barbara (D-CA)","$32,700"
"Womack, Steve (R-AR)","$32,550"
"Hanabusa, Colleen (D-HI)","$32,250"
"Pingree, Chellie (D-ME)","$32,225"
"Rogers, Mike D (R-AL)","$31,800"
"Rothman, Steven R (D-NJ)","$31,550"
"Lummis, Cynthia (R-WY)","$31,050"
"Inslee, Jay (D-WA)","$31,000"
"Speier, Jackie (D-CA)","$30,700"
"Pastor, Ed (D-AZ)","$30,583"
"Forbes, Randy (R-VA)","$30,500"
"Shuler, Heath (D-NC)","$30,500"
"Simpson, Mike (R-ID)","$30,500"
"Schilling, Bobby (R-IL)","$30,450"
"Richardson, Laura (D-CA)","$30,200"
"Gibbs, Bob (R-OH)","$30,100"
"Alexander, Rodney (R-LA)","$29,750"
"Courtney, Joe (D-CT)","$29,650"
"Carney, John (D-DE)","$29,500"
"Hastings, Alcee L (D-FL)","$29,500"
"Rooney, Tom (R-FL)","$29,500"
"Barletta, Lou (R-PA)","$29,120"
"Fleming, John (R-LA)","$28,800"
"Capito, Shelley Moore (R-WV)","$28,350"
"Lucas, Frank D (R-OK)","$28,000"
"Velazquez, Nydia M (D-NY)","$28,000"
"Westmoreland, Lynn A (R-GA)","$28,000"
"Foxx, Virginia (R-NC)","$27,690"
"Young, Todd (R-IN)","$27,650"
"Hinojosa, Ruben (D-TX)","$27,500"
"Dicks, Norm (D-WA)","$27,050"
"Jackson Lee, Sheila (D-TX)","$27,000"
"Cummings, Elijah E (D-MD)","$26,500"
"Davis, Danny K (D-IL)","$26,500"
"Frelinghuysen, Rodney (R-NJ)","$26,500"
"Rahall, Nick (D-WV)","$26,500"
"Ross, Mike (D-AR)","$26,100"
"Cole, Tom (R-OK)","$26,000"
"Miller, George (D-CA)","$25,550"
"Lewis, Jerry (R-CA)","$25,500"
"Ellmers, Renee (R-NC)","$25,250"
"Miller, Gary (R-CA)","$25,250"
"Long, Billy (R-MO)","$25,200"
"Jackson, Jesse Jr (D-IL)","$24,750"
"LaTourette, Steve (R-OH)","$24,250"
"Desjarlais, Scott (R-TN)","$24,200"
"Fincher, Steve (R-TN)","$24,200"
"McDermott, Jim (D-WA)","$24,150"
"Austria, Steve (R-OH)","$23,800"
"Gohmert, Louis B Jr (R-TX)","$23,750"
"Walberg, Tim (R-MI)","$23,750"
"Duncan, Jeff (R-SC)","$23,650"
"Thompson, Glenn (R-PA)","$23,500"
"Wu, David (D-OR)","$23,300"
"Brown, Corrine (D-FL)","$23,200"
"Massie, Thomas (R-KY)","$23,001"
"Fleischmann, Chuck (R-TN)","$23,000"
"Flores, Bill (R-TX)","$22,700"
"DeLauro, Rosa L (D-CT)","$22,500"
"Clay, William L Jr (D-MO)","$22,000"
"Edwards, Donna (D-MD)","$22,000"
"McGovern, James P (D-MA)","$21,750"
"Bartlett, Roscoe G (R-MD)","$21,500"
"Burton, Dan (R-IN)","$21,400"
"Crawford, Rick (R-AR)","$21,400"
"Scott, David (D-GA)","$21,250"
"Mulvaney, Mick (R-SC)","$20,900"
"Roby, Martha (R-AL)","$20,500"
"Fortenberry, Jeff (R-NE)","$20,300"
"Crenshaw, Ander (R-FL)","$20,250"
"Nugent, Richard (R-FL)","$20,200"
"Yarmuth, John A (D-KY)","$19,750"
"Harris, Andy (R-MD)","$19,700"
"Neugebauer, Randy (R-TX)","$19,500"
"Fudge, Marcia L (D-OH)","$19,350"
"Smith, Chris (R-NJ)","$19,300"
"Frank, Barney (D-MA)","$19,230"
"Gutierrez, Luis V (D-IL)","$19,160"
"Lipinski, Daniel (D-IL)","$19,000"
"Pearce, Steve (R-NM)","$18,900"
"Capuano, Michael E (D-MA)","$18,800"
"Posey, Bill (R-FL)","$18,500"
"Broun, Paul (R-GA)","$18,420"
"Pierluisi, Pedro (D-PR)","$18,293"
"Bucshon, Larry (R-IN)","$18,065"
"Ryan, Tim (D-OH)","$18,000"
"Wittman, Rob (R-VA)","$17,950"
"Woodall, Rob (R-GA)","$17,750"
"Palazzo, Steven (R-MS)","$17,500"
"Bonner, Jo (R-AL)","$17,450"
"Bishop, Rob (R-UT)","$17,250"
"Davis, Geoff (R-KY)","$17,000"
"Wilson, Frederica (D-FL)","$17,000"
"Marchant, Kenny (R-TX)","$16,500"
"Rivera, David (R-FL)","$16,000"
"Miller, Jeff (R-FL)","$15,750"
"Farenthold, Blake (R-TX)","$15,250"
"Wilson, Joe (R-SC)","$15,150"
"Southerland, Steve (R-FL)","$15,050"
"Clarke, Hansen (D-MI)","$15,000"
"McCollum, Betty (D-MN)","$14,800"
"Payne, Donald M Jr (D-NJ)","$14,750"
"Stutzman, Marlin (R-IN)","$14,250"
"Huizenga, Bill (R-MI)","$14,000"
"Keating, Bill (D-MA)","$13,950"
"Scott, Bobby (D-VA)","$13,450"
"LoBiondo, Frank (R-NJ)","$13,375"
"Napolitano, Grace (D-CA)","$13,300"
"Rohrabacher, Dana (R-CA)","$13,250"
"Roybal-Allard, Lucille (D-CA)","$13,250"
"Loebsack, David (D-IA)","$13,100"
"Grijalva, Raul M (D-AZ)","$12,750"
"Herger, Wally (R-CA)","$12,000"
"Gallegly, Elton (R-CA)","$11,500"
"Kaptur, Marcy (D-OH)","$11,500"
"Higgins, Brian M (D-NY)","$11,250"
"Dreier, David (R-CA)","$11,000"
"Petri, Tom (R-WI)","$11,000"
"Farr, Sam (D-CA)","$10,800"
"Stark, Pete (D-CA)","$10,730"
"Turner, Robert L (R-NY)","$10,500"
"Gosar, Paul (R-AZ)","$10,250"
"Manzullo, Don (R-IL)","$10,250"
"Moore, Gwen (D-WI)","$10,000"
"Visclosky, Pete (D-IN)","$10,000"
"Johnson, Timothy (R-IL)","$9,400"
"Weiner, Anthony D (D-NY)","$9,250"
"Payne, Donald M (D-NJ)","$9,200"
"Miller, Candice S (R-MI)","$9,000"
"Lynch, Stephen F (D-MA)","$8,050"
"Green, Al (D-TX)","$8,000"
"McCotter, Thaddeus G (R-MI)","$7,000"
"Cardoza, Dennis (D-CA)","$6,900"
"Schmidt, Jean (R-OH)","$6,000"
"Duncan, John J Jr (R-TN)","$5,250"
"Pence, Mike (R-IN)","$4,500"
"Ackerman, Gary (D-NY)","$4,100"
"Platts, Todd (R-PA)","$4,000"
"DeFazio, Peter (D-OR)","$3,535"
"Miller, Brad (D-NC)","$3,500"
"Jones, Walter B Jr (R-NC)","$3,450"
"Serrano, Jose E (D-NY)","$3,300"
"Roe, Phil (R-TN)","$3,250"
"Olver, John W (D-MA)","$3,000"
"Hinchey, Maurice (D-NY)","$2,750"
"Costello, Jerry F (D-IL)","$2,000"
"Bordallo, Madeleine Z (D-GU)","$1,500"
"Norton, Eleanor Holmes (D-DC)","$1,500"
"Lee, Christopher J (R-NY)","-$6,785"